relays,payload,messages
10,1000,5344
10,1000,5537
10,1000,5496
10,1000,4913
10,1000,5707
10,1000,5359
10,1000,5204
10,1000,5259
10,1000,5379
10,1000,5562
10,1000,5365
10,1000,5304
10,1000,4902
10,1000,5402
10,1000,4933
10,1000,4926
10,1000,4997
10,1000,5645
10,1000,5233
10,1000,5243
10,1000,5081
10,1000,5137
10,1000,5489
10,1000,5247
10,1000,5166
10,1000,5454
10,1000,5063
10,1000,5338
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,591
10,10000,602
10,10000,604
10,10000,575
10,10000,646
10,10000,588
10,10000,489
10,10000,637
10,10000,578
10,10000,597
10,10000,586
10,10000,584
10,10000,618
10,10000,629
10,10000,640
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,67
10,100000,70
10,100000,70
10,100000,71
10,100000,70
10,100000,71
10,100000,70
10,100000,71
10,100000,70
10,100000,71
10,100000,70
10,100000,70
10,100000,71
10,100000,70
10,100000,71
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,0
10,1000000,6
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,8
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
10,1000000,7
